Date,Total Generation (KWH),Insolation,Grid Failure,Inverter,Module Cleaning,Rainy day,No Module Cleaning,Transformer replacement and maintenance,Cable and Fuse maintenance,Plant Shutdown,Internet,Battery,Cloudy,Module Cleaning by rains,NO-OFF-CLEAN MODULES
2018-01-13,2893.22,9.375359743290538,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-01-14,3554.61,9.375359743290538,1,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-01-15,3969.44,9.375359743290538,1,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-01-16,3583.04,9.375359743290538,1,0,1,0,0,0,0,0,0,0,0,0,672.0
2018-01-17,4291.76,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,804.0
2018-01-18,4661.17,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,792.0
2018-01-19,4409.76,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,528.0
2018-01-20,4221.88,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-01-21,4006.23,9.375359743290538,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-01-22,3791.32,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,714.0
2018-01-23,4395.04,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-01-24,4395.3,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-01-25,4322.57,9.375359743290538,1,0,1,0,0,0,0,0,0,0,0,0,642.0
2018-01-26,4417.41,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,702.0
2018-01-27,4211.22,9.375359743290538,1,0,1,0,0,0,0,0,0,0,0,0,576.0
2018-01-28,4197.28,9.375359743290538,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-01-29,4244.27,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-01-30,4305.15,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,714.0
2018-01-31,4090.92,9.375359743290538,1,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-02-01,4050.71,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,777.0
2018-02-02,4131.1,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,624.0
2018-02-03,4372.11,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,702.0
2018-02-04,4391.26,9.375359743290538,0,0,0,0,0,0,1,0,0,0,0,0,0.0
2018-02-05,2504.03,9.375359743290538,0,0,1,0,0,0,0,0,0,0,1,0,924.0
2018-02-06,1430.94,9.375359743290538,0,0,1,0,0,0,0,0,0,0,1,0,630.0
2018-02-07,4014.16,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,714.0
2018-02-08,4593.02,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-02-09,4617.17,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,777.0
2018-02-10,3572.59,9.375359743290538,1,0,1,0,0,0,0,0,0,0,0,0,624.0
2018-02-11,3872.34,9.375359743290538,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-02-12,4337.91,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,702.0
2018-02-13,4511.63,9.375359743290538,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-14,2585.97,9.375359743290538,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-15,4910.0,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,576.0
2018-02-16,4559.35,9.375359743290538,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-17,4554.39,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,528.0
2018-02-18,4198.26,9.375359743290538,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-19,4230.88,9.375359743290538,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-20,4325.24,9.375359743290538,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-21,4433.03,9.375359743290538,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-22,4396.82,4.926,0,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-02-23,4239.55,4.977,1,0,1,0,0,0,0,0,0,0,0,0,714.0
2018-02-24,4569.65,5.019,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-25,4776.9,5.926,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-02-26,4573.97,5.331,0,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-02-27,4186.8,5.08,0,0,1,0,0,0,0,0,0,0,0,0,777.0
2018-02-28,3631.06,4.679,0,0,1,0,0,0,1,0,0,0,0,0,624.0
2018-03-01,3835.7,4.882,0,0,1,0,0,0,0,0,0,0,0,0,702.0
2018-03-02,4403.87,5.646,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-03-03,4562.05,5.313,0,0,1,0,0,0,0,0,0,0,0,0,576.0
2018-03-04,4440.65,5.551,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-03-05,4711.43,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-03-06,4695.96,6.232,1,0,1,0,0,0,0,0,0,0,0,0,978.0
2018-03-07,3834.06,5.357,0,0,1,0,0,0,0,0,0,0,0,0,714.0
2018-03-08,4252.1,5.301,0,0,1,0,0,0,1,0,0,0,0,0,798.0
2018-03-09,4440.38,5.516,1,0,1,0,0,0,0,0,0,0,0,0,672.0
2018-03-10,4686.39,6.127,1,0,1,0,0,0,0,0,0,0,0,0,498.0
2018-03-11,4842.73,6.018,1,0,0,0,1,0,1,0,0,0,0,0,0.0
2018-03-12,3758.1,9.375359743290538,0,0,1,0,0,1,0,0,0,0,0,0,682.0
2018-03-13,39.0,9.375359743290538,0,0,1,0,0,0,0,0,0,0,0,0,198.0
2018-03-14,0.0,9.375359743290538,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2018-03-15,4948.0,6.243,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-03-16,4836.29,6.186,0,0,1,0,0,0,0,0,0,0,0,0,726.0
2018-03-17,4712.92,6.078,0,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-03-18,4031.62,4.775,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2018-03-19,3353.38,3.885,1,0,1,0,0,0,0,0,0,0,1,0,714.0
2018-03-20,5057.91,6.13,0,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-03-21,4971.85,5.551,0,0,1,0,0,0,0,0,0,0,0,0,441.0
2018-03-22,4978.71,5.75,0,0,1,0,0,0,0,0,0,0,0,0,672.0
2018-03-23,4980.58,6.205,0,0,1,0,0,0,1,0,0,0,0,0,792.0
2018-03-24,4783.83,6.01,1,0,1,0,0,0,0,0,0,0,0,0,808.0
2018-03-25,4936.51,6.369,0,1,0,0,0,1,0,0,0,0,0,0,0.0
2018-03-26,4921.72,6.103,0,0,1,0,0,0,0,0,0,0,0,0,314.0
2018-03-27,4946.9,5.372,0,0,1,0,0,0,0,0,0,0,0,0,465.0
2018-03-28,4849.15,5.548,0,0,1,0,0,0,0,0,0,0,0,0,903.0
2018-03-29,4855.77,6.217,0,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-03-30,4880.74,6.177,0,0,1,0,0,0,0,0,0,0,0,0,777.0
2018-03-31,4239.02,6.526,1,0,1,0,0,0,0,0,0,0,0,0,624.0
2018-04-01,4876.5,6.644,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-02,4396.97,5.919,1,0,1,0,0,0,0,0,0,0,0,0,666.0
2018-04-03,4744.85,6.186,0,0,1,0,0,0,0,0,0,0,0,0,576.0
2018-04-04,4308.67,6.2,0,0,1,0,0,0,0,0,0,0,0,0,717.0
2018-04-05,3794.58,5.472,1,0,1,0,0,0,0,0,0,0,0,0,723.0
2018-04-06,4724.95,6.07,0,0,1,0,0,0,0,0,0,0,0,0,900.0
2018-04-07,4812.62,6.261,0,0,1,0,0,0,0,0,0,0,0,0,900.0
2018-04-08,4468.0,5.841,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-09,4497.96,5.969,0,0,1,0,0,0,0,0,0,0,0,0,700.0
2018-04-10,4487.15,5.944,1,0,1,0,0,0,0,0,0,0,0,0,544.0
2018-04-11,4255.5,5.222,0,0,1,0,0,0,0,0,0,0,0,0,814.0
2018-04-12,4603.98,6.031,1,0,1,0,0,0,0,0,0,0,0,0,582.0
2018-04-13,4332.34,5.643,0,0,1,0,0,0,1,0,0,0,0,0,800.0
2018-04-14,4732.51,6.322,0,0,1,0,0,0,0,0,0,0,0,0,819.0
2018-04-15,4450.74,5.825,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-16,4890.93,6.436,1,0,1,0,0,0,0,0,0,0,0,0,562.0
2018-04-17,5015.95,6.519,0,0,1,0,0,0,0,0,0,0,0,0,800.0
2018-04-18,4896.21,6.427,1,0,1,0,0,0,0,0,0,0,0,0,726.0
2018-04-19,4685.73,6.362,1,0,1,0,0,0,0,0,0,0,0,0,294.0
2018-04-20,4951.54,6.312,0,0,1,0,0,0,0,0,0,0,0,0,800.0
2018-04-21,5167.84,6.565,0,0,1,0,0,0,0,0,0,0,0,0,819.0
2018-04-22,4870.04,6.579,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-23,4533.49,6.682,1,0,1,0,0,0,0,0,0,0,0,0,903.0
2018-04-24,5019.58,6.794,1,0,1,0,0,0,0,0,0,0,0,0,915.0
2018-04-25,5069.69,6.829,0,0,1,0,0,0,0,0,0,0,0,0,954.0
2018-04-26,4959.12,6.575,0,0,1,0,0,0,0,0,0,0,0,0,528.0
2018-04-27,4698.0,6.28,0,0,1,0,0,0,0,0,0,0,0,0,450.0
2018-04-28,4855.02,6.338,0,0,1,0,0,0,0,0,0,0,0,0,651.0
2018-04-29,4841.51,6.499,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-30,4658.5,6.116,0,0,1,0,0,0,0,0,0,0,0,0,684.0
2018-05-01,4857.59,6.392,0,0,1,0,0,0,0,0,0,0,0,0,901.0
2018-05-02,4887.47,6.285,0,0,1,0,0,0,0,0,0,0,0,0,902.0
2018-05-03,4755.75,6.456,1,0,1,0,0,0,0,0,0,0,0,0,774.0
2018-05-04,4439.78,6.055,1,0,1,0,0,0,0,0,0,0,0,0,604.0
2018-05-05,3351.65,6.285,1,0,1,0,0,0,0,0,0,0,0,0,368.0
2018-05-06,4735.25,6.394,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-05-07,4784.0,6.333,1,0,1,0,0,0,0,0,0,0,0,0,642.0
2018-05-08,4631.3,6.149,0,0,1,0,0,0,0,0,0,0,0,0,798.0
2018-05-09,4779.28,6.262,0,0,1,0,0,0,0,0,0,0,0,0,819.0
2018-05-10,4750.89,6.259,0,0,1,0,0,0,0,0,0,0,0,0,714.0
2018-05-11,4447.74,6.292,1,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-05-12,4828.21,6.492,1,0,1,0,0,0,0,0,0,0,0,0,672.0
2018-05-13,4729.64,6.395,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-05-14,3864.41,5.747,1,0,1,0,0,0,1,0,0,0,0,0,288.0
2018-05-15,1060.529,5.645,1,0,1,0,0,0,0,0,0,0,0,0,306.0
2018-05-16,4299.8,5.744,1,0,1,0,0,0,0,0,0,0,0,0,396.0
2018-05-17,4199.36,5.773,1,0,1,0,0,0,0,0,0,0,0,0,924.0
2018-05-18,3952.73,5.364,1,0,1,0,0,0,0,0,0,0,0,0,0.0
2018-05-19,4377.74,5.886,1,0,1,0,0,0,0,0,0,0,0,0,0.0
2018-05-20,4031.61,5.546,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2018-05-21,4129.65,5.816,1,0,1,0,0,0,0,0,0,0,0,0,441.0
2018-05-22,4137.02,5.7,1,0,1,0,0,0,0,0,0,0,0,0,399.0
2018-05-23,4059.225,5.575,1,0,1,0,0,0,0,0,0,0,0,0,1071.0
2018-05-24,4411.203,5.495,0,0,1,0,0,0,0,0,0,0,0,0,721.0
2018-05-25,4632.946,5.844,1,0,1,0,0,0,0,0,0,0,0,0,483.0
2018-05-26,4580.196,5.882,1,0,1,0,0,0,0,0,0,0,0,0,483.0
2018-05-27,4402.21,5.791,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-05-28,4327.45,5.529,1,0,1,0,0,0,0,0,0,0,0,0,792.0
2018-05-29,4357.76,5.46,1,0,1,0,0,0,0,0,0,0,0,0,528.0
2018-05-30,4109.048,5.141,1,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-05-31,4114.964,5.246,1,0,1,0,0,0,0,0,0,0,0,0,987.0
2018-06-01,3908.894,4.897,1,0,1,0,0,0,0,0,0,0,0,0,1008.0
2018-06-02,4229.653,5.468,1,0,1,0,0,0,0,0,0,0,0,0,672.0
2018-06-03,4276.185,5.41,1,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-06-04,2229.54,5.617,1,0,1,0,0,0,0,0,0,0,0,0,288.0
2018-06-05,4443.329,5.655,1,0,1,0,0,0,0,0,0,0,0,0,900.0
2018-06-06,1887.57,5.389,1,0,1,0,0,0,0,0,0,0,0,0,378.0
2018-06-07,4470.412,5.583,1,0,1,0,0,0,0,0,0,0,0,0,978.0
2018-06-08,4174.065,5.287,1,0,1,0,0,0,0,0,0,0,0,0,714.0
2018-06-09,3634.25,4.7,1,0,1,0,0,0,0,0,0,0,1,0,567.0
2018-06-10,3723.96,4.735,0,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-11,3664.56,4.547,1,0,1,0,0,0,0,0,0,0,1,0,504.0
2018-06-12,3985.05,4.993,0,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-13,3529.3,5.209,1,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-14,3349.3,4.994,1,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-15,3765.12,4.733,0,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-16,4361.1,5.549,1,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-17,3722.65,4.895,1,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-18,3958.18,5.202,0,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-19,3942.71,5.166,0,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-20,4280.49,5.826,0,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-21,4269.1,5.793,0,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-22,4013.75,5.472,0,0,0,0,1,0,0,0,0,0,1,0,0.0
2018-06-23,3199.71,4.326,1,0,1,0,0,0,0,0,0,0,1,0,792.0
2018-06-24,2299.67,2.894,0,1,0,0,0,0,0,0,0,0,1,0,0.0
2018-06-25,2885.02,3.985,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-06-26,2970.47,3.798,0,1,0,0,0,0,0,0,0,0,1,0,0.0
2018-06-27,3325.25,4.184,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-06-28,3606.48,4.539,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-06-29,2736.01,3.65,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-06-30,3389.56,4.406,0,1,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-01,4002.55,5.242,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-02,3100.76,4.02,0,1,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-03,1835.15,2.18,0,1,0,1,0,0,0,0,0,0,1,0,0.0
2018-07-04,1045.8,1.465,0,0,0,1,0,0,0,0,0,0,1,0,0.0
2018-07-05,4015.92,5.104,0,0,0,1,0,0,0,0,0,0,1,0,0.0
2018-07-06,3600.71,4.671,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-07,4050.52,5.267,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-08,3174.82,4.111,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-09,3283.69,4.292,0,0,1,0,0,0,0,0,0,0,1,0,792.0
2018-07-10,2563.69,3.195,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-11,1986.72,2.357,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-12,1636.44,1.96,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-13,2917.24,3.779,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-14,1419.31,2.244,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-15,1416.72,1.802,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-16,2220.31,2.554,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-17,1948.57,2.406,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-18,1727.17,2.114,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-19,1307.21,1.762,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-20,1284.69,1.544,1,0,0,0,0,0,1,0,0,0,1,0,0.0
2018-07-21,1499.77,1.817,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-22,2422.52,2.965,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-23,1529.67,1.837,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-24,869.16,1.296,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-25,1530.19,1.935,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-26,2158.12,2.665,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-27,1795.22,2.239,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-28,3051.97,3.976,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-29,1893.84,2.491,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-30,3031.18,3.948,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-07-31,3282.52,4.252,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-01,3078.86,4.036,1,1,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-02,2882.27,3.677,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-03,3246.78,4.232,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-04,3134.65,4.107,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-05,2786.84,3.612,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-06,2302.64,2.968,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-07,2452.08,3.144,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-08,1259.06,1.695,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-09,2827.32,3.52,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-10,4436.24,5.728,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-11,3393.23,4.168,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-12,2528.48,3.239,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-13,2641.27,3.239,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-14,2417.79,3.034,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-15,2523.72,3.244,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-16,3304.75,4.219,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-17,314.0,0.451,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-18,2205.28,2.741,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-19,1349.74,1.651,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-20,2894.62,3.694,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-21,1266.63,1.621,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-22,1728.65,2.108,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-23,3292.93,4.234,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-24,2800.72,3.581,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-25,2394.22,3.042,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-26,2923.13,3.811,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-27,2549.38,3.214,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-28,3613.57,4.566,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-29,1783.93,2.141,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-30,1734.69,2.001,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-08-31,1875.31,2.852,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-01,2719.58,3.68,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-02,3537.83,4.479,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-03,1595.61,1.952,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-04,3436.51,4.311,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-05,4038.29,5.039,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-06,4384.12,5.721,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-09-07,3483.1,4.514,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-08,1102.41,1.395,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-09,1104.19,1.352,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-10,1338.74,1.692,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-11,3731.65,4.812,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-12,3180.6,4.119,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-13,3836.4,5.366,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-14,3609.7,4.839,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-15,3795.0,4.96,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-16,3888.8,5.321,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-17,3904.46,5.308,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-18,4272.84,5.9,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-19,4550.95,6.211,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-20,4707.3,6.409,0,0,1,0,0,0,0,0,0,0,0,0,792.0
2018-09-21,4779.53,6.457,0,0,1,0,0,0,0,0,0,0,0,0,774.0
2018-09-22,2123.03,2.785,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-23,1702.35,2.119,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-24,2289.78,2.968,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-25,4540.86,6.264,1,0,0,0,0,0,0,0,0,0,1,0,0.0
2018-09-26,4748.08,6.545,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-09-27,4763.0,6.541,1,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-09-28,4811.3,6.621,0,0,1,0,0,0,0,0,0,0,0,0,1071.0
2018-09-29,4721.64,6.501,0,0,1,0,0,0,0,0,0,0,0,0,903.0
2018-09-30,4714.53,6.423,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-10-01,4655.15,6.4,0,0,1,0,0,0,0,0,0,0,0,0,915.0
2018-10-02,4367.46,6.003,0,0,1,0,0,0,0,0,0,0,0,0,954.0
2018-10-03,3811.32,5.19,0,0,1,0,0,0,0,0,0,0,0,0,822.0
2018-10-04,4225.72,5.788,0,0,1,0,0,0,0,0,0,0,0,0,1050.0
2018-10-05,4448.57,5.197,1,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-10-06,4586.11,6.169,0,0,1,0,0,0,0,0,0,0,0,0,903.0
2018-10-07,4420.25,6.122,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-10-08,3954.8,5.437,0,0,1,0,0,0,0,0,0,0,0,0,804.0
2018-10-09,4108.73,5.701,0,0,1,0,0,0,0,0,0,0,0,0,574.0
2018-10-10,4143.34,5.747,0,0,1,0,0,0,0,0,0,0,0,0,438.0
2018-10-11,4013.6,5.446,1,0,1,0,0,0,0,0,0,0,0,0,918.0
2018-10-12,3968.18,5.422,0,0,1,0,0,0,0,0,0,0,0,0,987.0
2018-10-13,4112.67,5.758,1,0,1,0,0,0,0,0,0,0,0,0,798.0
2018-10-14,4000.79,5.417,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-10-15,4254.38,5.778,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-10-16,3796.57,5.209,0,0,1,0,0,0,0,0,0,0,0,0,882.0
2018-10-17,4114.68,5.825,1,0,1,0,0,0,0,0,0,0,0,0,792.0
2018-10-18,4076.44,5.627,0,0,1,0,0,0,0,0,0,0,0,0,594.0
2018-10-19,3898.23,5.05,1,0,1,0,0,0,0,0,0,0,0,0,528.0
2018-10-20,4098.46,5.739,1,0,1,0,0,0,0,0,0,0,0,0,630.0
2018-10-21,4576.25,6.366,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-10-22,4227.78,5.941,1,0,1,0,0,0,0,0,0,0,0,0,462.0
2018-10-23,3988.22,5.905,0,0,1,0,0,0,0,0,0,0,0,0,1092.0
2018-10-24,4367.05,5.993,0,0,1,0,0,0,0,0,0,0,0,0,840.0
2018-10-25,4263.46,5.991,0,0,1,0,0,0,0,0,0,0,0,0,785.0
2018-10-26,4305.46,5.188,0,0,1,0,0,0,0,0,0,0,0,0,774.0
2018-10-27,3873.62,5.792,1,0,1,0,0,0,0,0,0,0,0,0,442.0
2018-10-28,4089.31,5.723,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-10-29,4223.41,5.884,0,0,1,0,0,0,0,0,0,0,0,0,814.0
2018-10-30,4259.63,5.832,0,0,1,0,0,0,0,0,0,0,0,0,987.0
2018-10-31,4272.19,5.598,0,0,1,0,0,0,0,0,0,0,0,0,1008.0
2018-11-01,4294.05,5.932,0,0,1,0,0,0,0,0,0,0,0,0,960.0
2018-11-02,4122.68,5.772,1,0,1,0,0,0,0,0,0,0,0,0,900.0
2018-11-03,3589.79,5.418,0,0,1,0,0,0,0,0,0,0,0,0,1020.0
2018-11-04,3863.93,5.398,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-05,3966.29,5.521,1,0,1,0,0,0,0,0,0,0,0,0,924.0
2018-11-06,4191.01,5.785,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-07,4257.36,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-08,4002.91,5.599,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-09,3844.05,5.415,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-10,3891.49,5.503,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-11,4016.12,5.674,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-12,3869.92,5.036,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-13,3540.63,5.031,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-14,3524.45,5.034,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-15,3775.11,5.399,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-16,3509.01,5.043,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-17,183.32,5.458,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-11-18,3746.83,5.53,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2018-11-19,3755.54,5.56,0,0,0,0,1,0,0,0,0,0,0,0,0.0
